Peak, Elev-M , Prom-M ,Country,State/Prov,County,Range,Url
Creta di Pio Secco,2203.4,200.3,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=197205
Zuc dal Bor,2196.4,1123.7,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=13607
Hoher Trieb,2196,408.4,Italy/Austria,Friuli-Venezia-Giulia/Kärnten,Udine/Hermagor,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=92945
Monte Sèrnio,2188.6,940.3,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=13683
Monte Chiarescòns,2167.7,338.5,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=46666
Cima di Bortolusc,2164,227,Italy,Friuli-Venezia-Giulia,Pordenone,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=196025
Monte Zermula,2144.9,588,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=14046
Jerebica,2126.1,427,Italy/Slovenia,Friuli-Venezia-Giulia/Goriška,Udine,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=88107
Monte Tinisa,2120.7,301.8,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=126160
Monte Geu,2112.6,235.5,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=197214
Monte Chiavals,2097.8,233.3,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=135820
Monte Rancolin,2096.1,221.3,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=195739
Jôf di Miezegnot,2087,694.7,Italy,Friuli-Venezia-Giulia,Udine,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=13864
Col Gentile,2076.1,350,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=46691
Cima Ciol di Sass,2072.3,279.3,Italy,Friuli-Venezia-Giulia,Pordenone,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=195578
Cima del Cacciatore,2071.4,584.1,Italy,Friuli-Venezia-Giulia,Udine,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=88109
Monte Resettum,2066.9,635.1,Italy,Friuli-Venezia-Giulia,Pordenone,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=13958
Monte Dosaip,2064.2,560.5,Italy,Friuli-Venezia-Giulia,Pordenone,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=46669
Creta Grauzaria,2063.7,376.2,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=88082
Picco di Mezzodi,2063,242,Italy,Friuli-Venezia-Giulia,Udine,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=88039
Oisternig,2048.3,617.8,Italy/Austria,Friuli-Venezia-Giulia/Kärnten,Udine/Hermagor,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=13981
Cima Alta-Due Pizzi,2046,231.3,Italy,Friuli-Venezia-Giulia,Udine,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=88077
Monte Rioda,2043.5,284,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=126078
Monte Raut,2025.4,559.2,Italy,Friuli-Venezia-Giulia,Pordenone,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=46671
Findenigkofel,2016.7,219.5,Austria/Italy,Kärnten/Friuli-Venezia-Giulia,Hermagor,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=121672
Cima delle Cenge,2007.6,214.8,Italy,Friuli-Venezia-Giulia,Udine,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=87947
Monte Scinauz,1999,369,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=46712
Poludnig,1998.3,540.1,Italy/Austria,Friuli-Venezia-Giulia/Kärnten,Udine/Hermagor,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=92961
Jôf di Miez,1974.1,203.6,Italy,Friuli-Venezia-Giulia,Udine,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=216346
Veliki Snežni vrh,1972.7,259.2,Italy/Slovenia,Friuli-Venezia-Giulia/Goriška,Udine,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=52940
Monte Tamai,1971.2,1021.9,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=13647
Jôf di Dogna,1961.8,488.9,Italy,Friuli-Venezia-Giulia,Udine,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=46708
Monte Fràscola,1961.4,283.4,Italy,Friuli-Venezia-Giulia,Pordenone,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=109936
Monte Tersadia,1960.7,957.6,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=13675
Monte Plauris,1958.1,860,Italy,Friuli-Venezia-Giulia,Udine/Udine,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=13716
Cime delle Rondini,1952.2,209.4,Italy,Friuli-Venezia-Giulia,Udine,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=197209
Monte Tuglia,1944.8,347.6,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=46684
Cima Mogenza Piccola,1943.5,202.9,Italy,Friuli-Venezia-Giulia,Udine,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=128432
Cuel dei Pez,1943.4,209.6,Italy,Friuli-Venezia-Giulia,Udine,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=195810
Veliki Grintavec,1943.3,226.5,Italy/Slovenia,Friuli-Venezia-Giulia/Goriška,,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=112730
Monte Cocco,1942.1,249,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=105906
Cima Mora,1938.3,610.5,Italy,Friuli-Venezia-Giulia,Pordenone,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=14008
Monte Verzegnis,1914.1,1127.4,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=13604
Monte Re,1912.5,591.3,Italy,Friuli-Venezia-Giulia,Udine,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=96627
Cinque Punte - Prima,1910.8,293.5,Italy,Friuli-Venezia-Giulia,Udine,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=46710
Monte Valcalda,1907.1,846.9,Italy,Friuli-Venezia-Giulia,Pordenone,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=13731
Monte Lavara,1905.9,216.9,Italy,Friuli-Venezia-Giulia,Udine,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=126155
Monte Amariana,1905.2,941.6,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=13689
Monte Malveuric Alto,1899.9,246.2,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=135825
Monte Certen,1882.8,488.5,Italy,Friuli-Venezia-Giulia/Veneto,Pordenone,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=46661
Monte Pisimoni,1881.5,305,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=46705
Monte Musi - Cima est,1872.8,415.5,Italy,Friuli-Venezia-Giulia,Udine/Udine,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=86910
Kleiner Pal,1867.1,284.7,Italy/Austria,Friuli-Venezia-Giulia/Kärnten,Udine/Hermagor,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=68660
Monte Porgait,1866.1,201.3,Italy,Friuli-Venezia-Giulia,Pordenone,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=195722
Monte Colmaier,1855.7,425,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=46692
Monte Frugna,1839.8,274.3,Italy,Friuli-Venezia-Giulia,Pordenone,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=125173
Monte Ciampons,1831,313.5,Italy,Friuli-Venezia-Giulia,Pordenone,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=46668
Peak 1825,1824.8,300.1,Italy,Friuli-Venezia-Giulia,Pordenone,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=197217
Zielkofel,1822.3,375.2,Italy/Austria,Friuli-Venezia-Giulia/Kärnten,Udine/Hermagor,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=92944
Monte Flop Ovest,1792.9,241.1,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=196127
Monte Cornetto,1792.4,797.6,Italy,Friuli-Venezia-Giulia,Pordenone,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=13767
Monte Acuto,1782.9,287.6,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=46711
Monte Rest,1780.7,361.9,Italy,Friuli-Venezia-Giulia,Pordenone,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=46694
Monte Costa di Paladin,1769.6,216.5,Italy,Friuli-Venezia-Giulia,Pordenone,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=196124
Monte Dauda,1765.1,233.6,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=206237
Monte Cullar,1762.1,282.5,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=109927
Monte Piombada,1745.6,794.6,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=13773
Kapinberg,1730.3,566,Italy/Austria,Friuli-Venezia-Giulia/Kärnten,Udine/Villach-Land,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=92943
Monte Chiampòn,1715.4,705.3,Italy,Friuli-Venezia-Giulia,Udine,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=13859
Monte Pizzon,1707.1,264.7,Italy,Friuli-Venezia-Giulia,Pordenone,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=195783
Monte Provagna,1695.9,261.3,Italy,Friuli-Venezia-Giulia,Pordenone,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=195577
Cima di Campo,1668.2,232.9,Italy,Friuli-Venezia-Giulia,Pordenone,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=197212
Creta dal Cronz,1663.9,367.5,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=46707
Monte Olbe,1657,234.6,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=195572
Matajur,1642,1391.7,Italy/Slovenia,Friuli-Venezia-Giulia/Goriška,Udine,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=10773
Monte Castelat,1641,354.9,Italy,Friuli-Venezia-Giulia,Pordenone,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=46676
Stabet,1627.2,250.1,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=183398
Monte Piciat,1617.3,360.4,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=46703
Monte Plananizza,1554.4,216.5,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=126135
Monte San Simeone,1507.1,1200.1,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=13588
Monte Cuar,1478.9,685.5,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=13878
Monte Cuzzer,1462.2,274.3,Italy,Friuli-Venezia-Giulia,Udine,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=110155
Col della Luna,1426,460.7,Italy,Friuli-Venezia-Giulia,Pordenone,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=46695
Monte Marsins,1395.3,212.7,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=196126
Monte Cuarnan,1371.2,284.6,Italy,Friuli-Venezia-Giulia,Udine,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=98691
Monte Taiet,1369.2,478.4,Italy,Friuli-Venezia-Giulia,Pordenone,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=46677
Vetta Secca,1365.1,203.3,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=184167
Monticello,1362.3,540.2,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=46706
Monte Gran Pala,1347.6,509.3,Italy,Friuli-Venezia-Giulia,Pordenone,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=46702
Monte Fara,1346,589,Italy,Friuli-Venezia-Giulia,Pordenone,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=46673
Zuc di Santins,1310,272.1,Italy,Friuli-Venezia-Giulia,Pordenone,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=109935
Monte Corno,1249.7,395.1,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=46693
Monte Mia,1248.6,756.4,Italy,Friuli-Venezia-Giulia,Udine,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=13800
Monte Pala Nord,1230.8,568.7,Italy,Friuli-Venezia-Giulia,Pordenone,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=46701
Monte Jôuf,1227.2,381.8,Italy,Friuli-Venezia-Giulia,Pordenone,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=46672
Monte Nebria,1207.3,266.5,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=126164
Monte Leila,1183.6,202.4,Italy,Friuli-Venezia-Giulia,Udine,Far Southeastern Alps,https://www.peakbagger.com/peak.aspx?pid=198234
Monte Jama,1177.1,413.1,Italy,Friuli-Venezia-Giulia,Udine,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=46709
Monte Joanaz,1167.4,402,Italy,Friuli-Venezia-Giulia,Udine,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=46748
Monte Covria,1165.5,257.3,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=125284
Monte Ciaurlec,1151.3,481.2,Italy,Friuli-Venezia-Giulia,Pordenone,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=46700
Bosco Plan de la Gatta,1131.9,219.7,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=197210
Monte Vogu,1124.6,283.8,Italy,Friuli-Venezia-Giulia,Udine,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=126095
Monte Strabut,1107.1,558.1,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=46704
Monte Celant,1093.6,445.4,Italy,Friuli-Venezia-Giulia,Pordenone,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=46699
Monte Cripia,1093.4,310.1,Italy,Friuli-Venezia-Giulia,Udine,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=46747
Monte Chiarandeit,1079,416.1,Italy,Friuli-Venezia-Giulia,Pordenone,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=46697
Monte Buttignan,1066.2,204.8,Italy,Friuli-Venezia-Giulia,Pordenone,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=197207
Monte Ledis,1053.9,295.6,Italy,Friuli-Venezia-Giulia,Udine,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=122482
Monte Palantarins,1053.9,739.5,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=13813
Monte Mulon,1053.8,379.1,Italy,Friuli-Venezia-Giulia,Pordenone,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=46698
Monte Iauar,1004.6,215.8,Italy,Friuli-Venezia-Giulia,Udine,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=135827
Monte Cum,912.6,261.5,Italy,Friuli-Venezia-Giulia,Udine,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=135205
Monti la Bernadia,878.7,267.9,Italy,Friuli-Venezia-Giulia,Udine,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=135826
Monte Zouf,825,206.1,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=197208
Col del Sole,799.3,202,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=197206
Monte Frau,778.1,277.4,Italy,Friuli-Venezia-Giulia,Pordenone,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=197216
Monte San Lorenzo,727,275.4,Italy,Friuli-Venezia-Giulia,Pordenone,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=197215
Monte Sabotino,609.5,241.8,Italy/Slovenia,Friuli-Venezia-Giulia/Goriška,Gorizia,,https://www.peakbagger.com/peak.aspx?pid=10161
Monte di Ragogna,513.8,351.7,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=46696
Cima Laste,2556,182,Italy,Friuli-Venezia-Giulia/Veneto,Belluno,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=225875
Edigon,2510.8,173.1,Italy/Austria,Friuli-Venezia-Giulia/Kärnten,Udine/Hermagor,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=92946
Monte Chiadenis,2489.7,176.8,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=197186
Lastron di Culzei,2471.3,171.5,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=197185
Sasso Nero,2468.3,176.6,Austria/Italy,Kärnten/Friuli-Venezia-Giulia,Hermagor,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=122853
Piccolo Siera,2432.8,171,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=197184
Cima Talagona,2418.7,192,Italy,Veneto/Friuli-Venezia-Giulia,Belluno,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=216348
Cima Pescion,2408.7,189.5,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=197197
Cima Toro,2382.5,157.3,Italy,Friuli-Venezia-Giulia,Pordenone,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=197173
Cima del Vallone,2370.3,177.6,Italy,Friuli-Venezia-Giulia,Udine,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=87945
Cima dei Frati,2354.4,158.8,Italy,Friuli-Venezia-Giulia,Pordenone,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=197174
Creta della Fuina,2342.1,159.4,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=196138
Cima Cadin,2313.4,169.4,Italy,Friuli-Venezia-Giulia,Pordenone,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=196082
Cima Urtisiel Ovest,2260.8,183.6,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=197192
Cima Ombladet,2255.4,195.2,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=195747
Monte Zabus,2243.4,174.2,Italy,Friuli-Venezia-Giulia,Udine,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=87949
Crodon di Val di Brica,2241.9,155.2,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=196080
Frischenkofel,2241,155,Austria/Italy,Kärnten/Friuli-Venezia-Giulia,Hermagor,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=121647
Creta di Timau,2218.9,174,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=133630
Cime Val di Brica,2182.5,161.6,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=197176
Kreuzen,2170.1,172.4,Austria/Italy,Kärnten/Friuli-Venezia-Giulia,,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=122854
Grande Vergine,2163.8,179.7,Italy,Friuli-Venezia-Giulia,Udine,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=92684
Monte della Piana,2161.3,170,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=195729
Col Sciaf,2157.8,187.4,Italy,Friuli-Venezia-Giulia,Udine,Julian Alps,https://www.peakbagger.com/peak.aspx?pid=87951
Cima Burlat,2124.9,180.6,Italy,Friuli-Venezia-Giulia,Pordenone,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=197188
Cimone di Crasulina,2104,175.3,Italy,Friuli-Venezia-Giulia,Udine,Carnic Alps,https://www.peakbagger.com/peak.aspx?pid=206238
